"产品代码","产品类型","周期","计算基准日","THEORY_START_DT","收益","年化收益","Alpha","月超额胜率","进攻能力","收益排名","年化收益排名","Alpha排名","月超额胜率排名","进攻能力排名"
"1856978585972289538","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1856978585972289538","1","成立以来","2026-04-15","2022-09-01","0.00%","0.00%","-0.01%","53.49%","0.00%","41/437名","41/437名","136/437名","30/437名","126/437名"
"1904440877445722114","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1904440877445722114","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","33.33%","0.00%","","","","",""
"1904440877445722114","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","33.33%","0.00%","","","","",""
"1904440877445722114","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","33.33%","0.00%","","","","",""
"1904440877445722114","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1904440877445722114","1","成立以来","2026-04-15","2025-03-25","0.00%","0.00%","-0.01%","33.33%","0.00%","46/452名","46/452名","50/452名","136/452名","131/452名"
"1905164837959413761","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1905164837959413761","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","38.46%","0.00%","","","","",""
"1905164837959413761","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","38.46%","0.00%","","","","",""
"1905164837959413761","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","38.46%","0.00%","","","","",""
"1905164837959413761","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1905164837959413761","1","成立以来","2026-04-15","2025-03-01","0.00%","0.00%","-0.01%","38.46%","0.00%","46/449名","46/449名","49/449名","88/449名","131/449名"
"1905165111449006082","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1905165111449006082","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","35.71%","0.00%","","","","",""
"1905165111449006082","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","35.71%","0.00%","","","","",""
"1905165111449006082","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","35.71%","0.00%","","","","",""
"1905165111449006082","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1905165111449006082","1","成立以来","2026-04-15","2025-01-03","0.00%","0.00%","-0.01%","35.71%","0.00%","43/443名","43/443名","164/443名","103/443名","128/443名"
"1909125025468952578","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1909125025468952578","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","47.83%","0.00%","41/437名","41/437名","96/437名","56/437名","126/437名"
"1909125025468952578","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","51.43%","0.00%","41/437名","41/437名","96/437名","40/437名","126/437名"
"1909125025468952578","1","近 5 年","2026-04-15","2021-04-14","2.39%","0.57%","-0.00%","54.90%","0.09%","","","","",""
"1909125025468952578","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1909125025468952578","1","成立以来","2026-04-15","2022-01-01","2.39%","0.57%","-0.00%","54.90%","0.09%","16/102名","16/102名","16/102名","6/102名","23/102名"
"1910147156185100290","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910147156185100290","1","近 2 年","2026-04-15","2024-04-14","-75.00%","-51.06%","-0.23%","26.67%","3.67%","260/437名","275/437名","262/437名","306/437名","89/437名"
"1910147156185100290","1","近 3 年","2026-04-15","2023-04-14","-75.00%","-37.96%","-0.23%","26.67%","3.67%","260/437名","267/437名","262/437名","306/437名","89/437名"
"1910147156185100290","1","近 5 年","2026-04-15","2021-04-14","-75.00%","-29.51%","-0.23%","26.67%","3.67%","","","","",""
"1910147156185100290","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910147156185100290","1","成立以来","2026-04-15","2022-03-15","-75.00%","-29.51%","-0.23%","26.67%","3.67%","245/422名","248/422名","255/422名","291/422名","87/422名"
"1910232631830818817","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910232631830818817","1","近 2 年","2026-04-15","2024-04-14","-75.00%","-51.06%","-0.23%","26.67%","3.67%","260/437名","275/437名","262/437名","306/437名","89/437名"
"1910232631830818817","1","近 3 年","2026-04-15","2023-04-14","-75.00%","-37.96%","-0.23%","26.67%","3.67%","260/437名","267/437名","262/437名","306/437名","89/437名"
"1910232631830818817","1","近 5 年","2026-04-15","2021-04-14","-75.00%","-29.51%","-0.23%","26.67%","3.67%","","","","",""
"1910232631830818817","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910232631830818817","1","成立以来","2026-04-15","2022-03-15","-75.00%","-29.51%","-0.23%","26.67%","3.67%","245/422名","248/422名","255/422名","291/422名","87/422名"
"1910234879856128002","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910234879856128002","1","近 2 年","2026-04-15","2024-04-14","-75.00%","-51.06%","-0.23%","26.67%","3.67%","260/437名","275/437名","262/437名","306/437名","89/437名"
"1910234879856128002","1","近 3 年","2026-04-15","2023-04-14","-75.00%","-37.96%","-0.23%","26.67%","3.67%","260/437名","267/437名","262/437名","306/437名","89/437名"
"1910234879856128002","1","近 5 年","2026-04-15","2021-04-14","-75.00%","-29.51%","-0.23%","26.67%","3.67%","","","","",""
"1910234879856128002","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910234879856128002","1","成立以来","2026-04-15","2022-03-15","-75.00%","-29.51%","-0.23%","26.67%","3.67%","245/422名","248/422名","255/422名","291/422名","87/422名"
"1910241804190658561","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910241804190658561","1","近 2 年","2026-04-15","2024-04-14","-75.00%","-51.06%","-0.23%","26.67%","3.67%","260/437名","275/437名","262/437名","306/437名","89/437名"
"1910241804190658561","1","近 3 年","2026-04-15","2023-04-14","-75.00%","-37.96%","-0.23%","26.67%","3.67%","260/437名","267/437名","262/437名","306/437名","89/437名"
"1910241804190658561","1","近 5 年","2026-04-15","2021-04-14","-75.00%","-29.51%","-0.23%","26.67%","3.67%","","","","",""
"1910241804190658561","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910241804190658561","1","成立以来","2026-04-15","2022-03-15","-75.00%","-29.51%","-0.23%","26.67%","3.67%","245/422名","248/422名","255/422名","291/422名","87/422名"
"1910305124046254082","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910305124046254082","1","近 2 年","2026-04-15","2024-04-14","-100.00%","-99.93%","-0.30%","20.00%","20.44%","383/437名","417/437名","276/437名","432/437名","40/437名"
"1910305124046254082","1","近 3 年","2026-04-15","2023-04-14","-100.00%","-99.22%","-0.30%","20.00%","20.44%","383/437名","397/437名","276/437名","432/437名","40/437名"
"1910305124046254082","1","近 5 年","2026-04-15","2021-04-14","-100.00%","-97.15%","-0.30%","20.00%","20.44%","","","","",""
"1910305124046254082","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910305124046254082","1","成立以来","2026-04-15","2022-03-15","-100.00%","-97.15%","-0.30%","20.00%","20.44%","368/422名","345/422名","260/422名","417/422名","39/422名"
"1910575672944930817","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910575672944930817","1","近 2 年","2026-04-15","2024-04-14","-99.00%","-90.69%","-0.32%","26.67%","4.83%","355/437名","351/437名","296/437名","306/437名","55/437名"
"1910575672944930817","1","近 3 年","2026-04-15","2023-04-14","-99.00%","-79.52%","-0.32%","26.67%","4.83%","355/437名","329/437名","296/437名","306/437名","55/437名"
"1910575672944930817","1","近 5 年","2026-04-15","2021-04-14","-99.00%","-68.71%","-0.32%","26.67%","4.83%","","","","",""
"1910575672944930817","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910575672944930817","1","成立以来","2026-04-15","2022-03-15","-99.00%","-68.71%","-0.32%","26.67%","4.83%","340/422名","287/422名","279/422名","291/422名","53/422名"
"1910576929017344002","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910576929017344002","1","近 2 年","2026-04-15","2024-04-14","-99.00%","-90.69%","-0.32%","26.67%","4.83%","355/437名","351/437名","296/437名","306/437名","55/437名"
"1910576929017344002","1","近 3 年","2026-04-15","2023-04-14","-99.00%","-79.52%","-0.32%","26.67%","4.83%","355/437名","329/437名","296/437名","306/437名","55/437名"
"1910576929017344002","1","近 5 年","2026-04-15","2021-04-14","-99.00%","-68.71%","-0.32%","26.67%","4.83%","","","","",""
"1910576929017344002","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910576929017344002","1","成立以来","2026-04-15","2022-03-15","-99.00%","-68.71%","-0.32%","26.67%","4.83%","340/422名","287/422名","279/422名","291/422名","53/422名"
"1910601776111988737","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910601776111988737","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","151/437名","101/437名","126/437名"
"1910601776111988737","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","151/437名","101/437名","126/437名"
"1910601776111988737","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","38.89%","0.00%","","","","",""
"1910601776111988737","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910601776111988737","1","成立以来","2026-04-15","2022-01-01","0.00%","0.00%","-0.01%","38.89%","0.00%","17/102名","17/102名","65/102名","38/102名","24/102名"
"1910601882257240065","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910601882257240065","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","151/437名","101/437名","126/437名"
"1910601882257240065","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","151/437名","101/437名","126/437名"
"1910601882257240065","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","38.89%","0.00%","","","","",""
"1910601882257240065","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910601882257240065","1","成立以来","2026-04-15","2022-01-01","0.00%","0.00%","-0.01%","38.89%","0.00%","17/102名","17/102名","65/102名","38/102名","24/102名"
"1910602405626687489","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910602405626687489","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","151/437名","101/437名","126/437名"
"1910602405626687489","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","151/437名","101/437名","126/437名"
"1910602405626687489","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","38.89%","0.00%","","","","",""
"1910602405626687489","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910602405626687489","1","成立以来","2026-04-15","2022-01-01","0.00%","0.00%","-0.01%","38.89%","0.00%","17/102名","17/102名","65/102名","38/102名","24/102名"
"1910602670228549633","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910602670228549633","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","157/437名","101/437名","126/437名"
"1910602670228549633","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","157/437名","101/437名","126/437名"
"1910602670228549633","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","","","","",""
"1910602670228549633","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910602670228549633","1","成立以来","2026-04-15","2022-01-08","0.00%","0.00%","-0.01%","35.29%","0.00%","39/147名","39/147名","97/147名","75/147名","50/147名"
"1910602746204172289","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910602746204172289","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","157/437名","101/437名","126/437名"
"1910602746204172289","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","157/437名","101/437名","126/437名"
"1910602746204172289","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","","","","",""
"1910602746204172289","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910602746204172289","1","成立以来","2026-04-15","2022-01-08","0.00%","0.00%","-0.01%","35.29%","0.00%","39/147名","39/147名","97/147名","75/147名","50/147名"
"1910608883217510402","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1910608883217510402","1","近 2 年","2026-04-15","2024-04-14","-100.00%","-99.92%","-0.34%","26.67%","3.76%","374/437名","414/437名","346/437名","306/437名","80/437名"
"1910608883217510402","1","近 3 年","2026-04-15","2023-04-14","-100.00%","-99.17%","-0.34%","26.67%","3.76%","374/437名","394/437名","346/437名","306/437名","80/437名"
"1910608883217510402","1","近 5 年","2026-04-15","2021-04-14","-100.00%","-96.90%","-0.34%","31.25%","3.76%","","","","",""
"1910608883217510402","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1910608883217510402","1","成立以来","2026-04-15","2022-03-01","-100.00%","-96.90%","-0.34%","31.25%","3.76%","269/277名","253/277名","205/277名","162/277名","48/277名"
"1911618300566220801","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911618300566220801","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","37.50%","0.00%","41/437名","41/437名","42/437名","94/437名","126/437名"
"1911618300566220801","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","37.50%","0.00%","41/437名","41/437名","42/437名","94/437名","126/437名"
"1911618300566220801","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","","","","",""
"1911618300566220801","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911618300566220801","1","成立以来","2026-04-15","2022-02-01","0.00%","0.00%","-0.01%","35.29%","0.00%","40/162名","40/162名","39/162名","82/162名","51/162名"
"1911618394594127873","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911618394594127873","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","37.50%","0.00%","41/437名","41/437名","42/437名","94/437名","126/437名"
"1911618394594127873","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","37.50%","0.00%","41/437名","41/437名","42/437名","94/437名","126/437名"
"1911618394594127873","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","","","","",""
"1911618394594127873","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911618394594127873","1","成立以来","2026-04-15","2022-02-01","0.00%","0.00%","-0.01%","35.29%","0.00%","40/162名","40/162名","39/162名","82/162名","51/162名"
"1911618733263204354","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911618733263204354","1","近 2 年","2026-04-15","2024-04-14","-100.00%","-99.92%","-0.34%","26.67%","3.76%","374/437名","414/437名","350/437名","306/437名","80/437名"
"1911618733263204354","1","近 3 年","2026-04-15","2023-04-14","-100.00%","-99.17%","-0.34%","26.67%","3.76%","374/437名","394/437名","350/437名","306/437名","80/437名"
"1911618733263204354","1","近 5 年","2026-04-15","2021-04-14","-100.00%","-96.90%","-0.34%","31.25%","3.76%","","","","",""
"1911618733263204354","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911618733263204354","1","成立以来","2026-04-15","2022-03-01","-100.00%","-96.90%","-0.34%","31.25%","3.76%","269/277名","253/277名","208/277名","162/277名","48/277名"
"1911660362036588545","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911660362036588545","1","近 2 年","2026-04-15","2024-04-14","-100.00%","-99.95%","-0.33%","26.67%","0.63%","396/437名","421/437名","323/437名","306/437名","103/437名"
"1911660362036588545","1","近 3 年","2026-04-15","2023-04-14","-100.00%","-99.34%","-0.33%","26.67%","0.63%","396/437名","401/437名","323/437名","306/437名","103/437名"
"1911660362036588545","1","近 5 年","2026-04-15","2021-04-14","-100.00%","-97.48%","-0.33%","26.67%","0.63%","","","","",""
"1911660362036588545","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911660362036588545","1","成立以来","2026-04-15","2022-03-15","-100.00%","-97.48%","-0.33%","26.67%","0.63%","381/422名","349/422名","289/422名","291/422名","100/422名"
"1911660842427002882","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911660842427002882","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","132/437名","101/437名","126/437名"
"1911660842427002882","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","132/437名","101/437名","126/437名"
"1911660842427002882","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","","","","",""
"1911660842427002882","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911660842427002882","1","成立以来","2026-04-15","2022-01-08","0.00%","0.00%","-0.01%","35.29%","0.00%","39/147名","39/147名","77/147名","75/147名","50/147名"
"1911661214491127810","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911661214491127810","1","近 2 年","2026-04-15","2024-04-14","-100.00%","-99.95%","-0.33%","26.67%","0.63%","396/437名","421/437名","323/437名","306/437名","103/437名"
"1911661214491127810","1","近 3 年","2026-04-15","2023-04-14","-100.00%","-99.34%","-0.33%","26.67%","0.63%","396/437名","401/437名","323/437名","306/437名","103/437名"
"1911661214491127810","1","近 5 年","2026-04-15","2021-04-14","-100.00%","-97.48%","-0.33%","26.67%","0.63%","","","","",""
"1911661214491127810","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911661214491127810","1","成立以来","2026-04-15","2022-03-15","-100.00%","-97.48%","-0.33%","26.67%","0.63%","381/422名","349/422名","289/422名","291/422名","100/422名"
"1911661366303961089","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911661366303961089","1","近 2 年","2026-04-15","2024-04-14","-100.00%","-99.95%","-0.33%","26.67%","0.63%","396/437名","421/437名","323/437名","306/437名","103/437名"
"1911661366303961089","1","近 3 年","2026-04-15","2023-04-14","-100.00%","-99.34%","-0.33%","26.67%","0.63%","396/437名","401/437名","323/437名","306/437名","103/437名"
"1911661366303961089","1","近 5 年","2026-04-15","2021-04-14","-100.00%","-97.48%","-0.33%","26.67%","0.63%","","","","",""
"1911661366303961089","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911661366303961089","1","成立以来","2026-04-15","2022-03-15","-100.00%","-97.48%","-0.33%","26.67%","0.63%","381/422名","349/422名","289/422名","291/422名","100/422名"
"1911661519580606465","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911661519580606465","1","近 2 年","2026-04-15","2024-04-14","-100.00%","-99.95%","-0.33%","26.67%","0.63%","396/437名","421/437名","323/437名","306/437名","103/437名"
"1911661519580606465","1","近 3 年","2026-04-15","2023-04-14","-100.00%","-99.34%","-0.33%","26.67%","0.63%","396/437名","401/437名","323/437名","306/437名","103/437名"
"1911661519580606465","1","近 5 年","2026-04-15","2021-04-14","-100.00%","-97.48%","-0.33%","26.67%","0.63%","","","","",""
"1911661519580606465","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911661519580606465","1","成立以来","2026-04-15","2022-03-15","-100.00%","-97.48%","-0.33%","26.67%","0.63%","381/422名","349/422名","289/422名","291/422名","100/422名"
"1911661669908656130","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911661669908656130","1","近 2 年","2026-04-15","2024-04-14","-99.00%","-90.69%","-0.33%","26.67%","4.83%","355/437名","351/437名","315/437名","306/437名","55/437名"
"1911661669908656130","1","近 3 年","2026-04-15","2023-04-14","-99.00%","-79.52%","-0.33%","26.67%","4.83%","355/437名","329/437名","315/437名","306/437名","55/437名"
"1911661669908656130","1","近 5 年","2026-04-15","2021-04-14","-99.00%","-68.71%","-0.32%","26.67%","4.83%","","","","",""
"1911661669908656130","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911661669908656130","1","成立以来","2026-04-15","2022-03-15","-99.00%","-68.71%","-0.32%","26.67%","4.83%","340/422名","287/422名","285/422名","291/422名","53/422名"
"1911661855137509377","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911661855137509377","1","近 2 年","2026-04-15","2024-04-14","-99.00%","-90.69%","-0.33%","26.67%","4.83%","355/437名","351/437名","315/437名","306/437名","55/437名"
"1911661855137509377","1","近 3 年","2026-04-15","2023-04-14","-99.00%","-79.52%","-0.33%","26.67%","4.83%","355/437名","329/437名","315/437名","306/437名","55/437名"
"1911661855137509377","1","近 5 年","2026-04-15","2021-04-14","-99.00%","-68.71%","-0.32%","26.67%","4.83%","","","","",""
"1911661855137509377","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911661855137509377","1","成立以来","2026-04-15","2022-03-15","-99.00%","-68.71%","-0.32%","26.67%","4.83%","340/422名","287/422名","285/422名","291/422名","53/422名"
"1911663792511692801","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911663792511692801","1","近 2 年","2026-04-15","2024-04-14","-99.00%","-90.69%","-0.33%","26.67%","4.83%","355/437名","351/437名","315/437名","306/437名","55/437名"
"1911663792511692801","1","近 3 年","2026-04-15","2023-04-14","-99.00%","-79.52%","-0.33%","26.67%","4.83%","355/437名","329/437名","315/437名","306/437名","55/437名"
"1911663792511692801","1","近 5 年","2026-04-15","2021-04-14","-99.00%","-68.71%","-0.32%","26.67%","4.83%","","","","",""
"1911663792511692801","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
"1911663792511692801","1","成立以来","2026-04-15","2022-03-15","-99.00%","-68.71%","-0.32%","26.67%","4.83%","340/422名","287/422名","285/422名","291/422名","53/422名"
"1911664596488466434","1","近 1 年","2026-04-15","2025-04-14","0.00%","0.00%","-0.01%","27.27%","0.00%","46/452名","46/452名","51/452名","266/452名","131/452名"
"1911664596488466434","1","近 2 年","2026-04-15","2024-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","121/437名","101/437名","126/437名"
"1911664596488466434","1","近 3 年","2026-04-15","2023-04-14","0.00%","0.00%","-0.01%","35.29%","0.00%","41/437名","41/437名","121/437名","101/437名","126/437名"
"1911664596488466434","1","近 5 年","2026-04-15","2021-04-14","0.00%","0.00%","-0.01%","38.89%","0.00%","","","","",""
"1911664596488466434","1","今年以来","2026-04-15","2025-12-31","0.00%","0.00%","-0.01%","33.33%","0.00%","58/476名","58/476名","182/476名","151/476名","142/476名"
